foodID,guid,foodNameCHN,category,calories,protein,fat,carbohydrate,dietaryFiber,vitaminA,carotene,retinol,thiamine,riboflavin,niacin,vitaminC,vitaminE,cholesterol,potassium,sodium,calcium,magnesium,iron,manganese,zinc,copper,phosphorus,selenium,description,unit_map
1,a9ead255-558c-3507-93f3-9991db8e81b9,小麦,谷类,317,12,1,64,11,0,2,10,0,0,4,0,2,0,289,7,34,4,5,3,2,0,325,4,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
2,90c4aae7-c1b0-38ed-ae51-073768b5e6e9,五谷香,谷类,377,10,3,78,0,0,3,6,0,0,0,0,2,0,7,1,2,0,0,0,0,0,13,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
3,2e938fe7-042b-3f6f-8e2d-a73244bc799a,小麦粉(标准粉),谷类,344,11,2,72,2,0,1,13,0,0,2,0,2,0,190,3,31,50,4,2,2,0,188,5,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
4,c39ecaf2-143a-3b2e-b6db-eba4d7e5ed31,小麦粉(富强粉，特一粉),谷类,350,10,1,75,1,0,1,13,0,0,2,0,1,0,128,3,27,32,3,1,1,0,114,7,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
5,6f95e625-a021-34ad-8239-75b33f578255,小麦粉(特二粉),谷类,349,10,1,74,2,0,1,12,0,0,2,0,1,0,124,2,30,48,3,1,1,1,120,6,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
6,185b7bce-6f8a-394e-877b-2f07f413fd8a,小麦胚粉,谷类,392,36,10,39,6,0,5,4,4,1,4,0,23,0,1523,5,85,198,1,17,23,1,1168,65,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
7,b3b4dea2-8ee8-3012-b83f-f8e3c1e6c034,麸皮,谷类,220,16,4,30,31,20,4,14,0,0,12,0,4,0,862,12,206,382,10,11,6,2,682,7,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
8,9444ead2-179a-3b90-b158-82083f3834ec,挂面(均值),谷类,346,10,1,75,1,0,1,12,0,0,2,0,1,0,129,184,17,49,3,1,1,0,134,12,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
9,7976d638-9831-3109-aa42-cd9cc2bcee1c,挂面(标准粉),谷类,344,10,1,74,2,0,1,12,0,0,2,0,1,0,157,150,14,51,4,1,1,0,153,10,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
10,c68de76d-1a81-36f9-8d29-73b7b5b0c16f,挂面(富强粉),谷类,347,10,1,76,0,0,1,13,0,0,2,0,1,0,122,111,21,48,3,1,1,0,112,11,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
11,9bbf3049-3cce-3214-a245-05339a5b2c68,挂面(精制龙须面),谷类,347,11,0,74,0,0,2,12,0,0,2,0,0,0,109,293,26,48,2,1,1,0,137,14,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
12,b9176bd7-8f22-36ef-b24c-c0a6c829b89a,面条(均值),谷类,284,8,1,61,1,0,1,28,0,0,1,0,1,0,135,28,11,39,4,1,1,0,162,12,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
13,27da9c07-a99d-35dc-a115-68d529698042,面条(标准粉，切面),谷类,280,8,2,58,2,0,1,30,0,0,3,0,0,0,161,3,13,61,3,1,1,0,142,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
14,56c5546c-3c72-32bf-aa5f-ccf4421ccbeb,面条(富强粉，切面),谷类,285,9,1,60,0,0,0,29,0,0,2,0,0,0,102,2,24,29,2,1,1,0,92,17,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
15,cf709c3c-e0a7-3598-9075-3358302464bd,面条(特粉，切面),谷类,286,7,0,64,1,0,1,28,0,0,0,0,0,0,128,10,3,36,5,1,2,0,181,16,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
16,b38c739b-d006-3e20-9fd1-6cd9efc33278,面条(富强粉，煮),谷类,109,3,0,24,0,0,0,73,0,0,2,0,0,0,15,27,4,10,0,0,0,0,25,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
17,98ce810a-fd4f-3547-90da-f131d15fe11b,面条(干切面),谷类,355,11,0,78,0,0,1,10,0,0,3,0,0,0,100,61,8,42,10,1,2,0,142,8,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
18,a401902c-e77f-34d8-84ba-b62003792315,面条(虾蓉面),谷类,429,8,15,65,4,0,2,6,0,0,3,0,1,0,101,304,17,24,2,0,0,0,92,9,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
19,0ab464aa-7789-3ece-ba59-ab9a01c1fdf5,通心面[通心粉],谷类,350,12,0,75,0,0,0,12,0,0,1,0,0,0,209,35,14,58,3,1,2,0,97,6,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
20,421a930e-1b4f-3918-a0ad-89e09f826dc5,花卷,谷类,211,6,1,44,2,0,1,46,0,0,1,0,0,0,83,95,19,12,0,0,0,0,72,6,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
21,8de43999-a62a-3e12-bc87-a7e9e0cb0b7f,空锅饼,谷类,277,9,0,60,1,0,1,29,0,0,0,0,0,0,138,243,2,30,6,1,2,0,133,24,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
22,64a0206a-c3fc-3549-8404-7a342cd2edf1,烙饼(标准粉),谷类,255,8,2,51,2,0,1,36,0,0,0,0,1,0,141,149,20,51,2,1,1,0,146,8,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
23,15a158ae-9f24-379a-b89a-4221a6d10d91,馒头(均值),谷类,221,7,1,46,1,0,1,44,0,0,0,0,1,0,138,165,38,30,2,1,1,0,107,8,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
24,b8d1ae97-6c15-33e0-b787-d0b54cb0efef,馒头(标准粉),谷类,233,8,1,48,2,0,1,40,0,0,0,0,1,0,129,165,18,39,2,1,1,0,136,10,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
25,000b4ab4-e73a-3d85-a8c8-adf1a95e5d2c,馒头(富强粉),谷类,208,6,1,43,1,0,1,47,0,0,0,0,0,0,146,165,58,20,2,0,0,0,78,7,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
26,7aac4277-5eb3-34bc-a24e-58a3629fca13,烧饼(加糖),谷类,293,8,2,61,2,0,1,26,0,0,1,0,0,0,122,62,51,26,2,0,0,0,105,12,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
27,84688ccf-89ac-3cb5-a027-c754f206ce33,油饼,谷类,399,8,23,40,2,0,2,25,0,0,0,0,14,0,106,572,46,13,2,1,1,0,124,11,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
28,c7235651-4ee5-37d9-8200-3f4a7e839ffa,油条,谷类,386,7,18,50,1,0,3,22,0,0,1,0,3,0,227,585,6,19,1,1,1,0,77,9,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
29,a195628e-ea6a-3c03-a9f5-15a0d370f7e9,水面筋,谷类,141,24,0,11,1,0,1,64,0,0,1,0,1,0,69,15,76,26,4,1,2,0,133,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
30,7ad5741c-fce9-349e-9e06-d61500cd9d97,油面筋,谷类,490,27,25,39,1,0,0,7,0,0,2,0,7,0,45,30,29,40,2,1,2,0,98,23,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
31,5de7350d-1160-3127-88c3-6e8e9f459fbd,稻米(均值),谷类,346,7,1,77,1,0,1,13,0,0,2,0,0,0,103,4,13,34,2,1,2,0,110,2,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
32,2b1888b5-b484-3713-9204-aaf41a588216,粳米(标一),谷类,343,8,1,77,1,0,1,14,0,0,1,0,1,0,97,2,11,34,1,1,1,0,121,2,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
33,653d1e5e-654e-3243-bab9-0cdf4e8cd639,粳米(标二),谷类,347,8,1,77,0,0,0,13,0,0,3,0,1,0,78,1,3,20,0,1,1,0,99,6,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
34,493100e0-34e7-30c2-a506-18881af92c52,粳米(标三),谷类,345,7,1,77,0,0,0,14,0,0,4,0,0,0,78,1,5,0,1,1,1,0,108,5,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
