foodID,guid,foodNameCHN,category,calories,protein,fat,carbohydrate,dietaryFiber,vitaminA,carotene,retinol,thiamine,riboflavin,niacin,vitaminC,vitaminE,cholesterol,potassium,sodium,calcium,magnesium,iron,manganese,zinc,copper,phosphorus,selenium,description,unit_map
311,fa5df5c1-b97f-3311-abdc-23640a1f61d2,香菜(脱水),蔬菜类,293,7,1,63,8,472,11,9,0,0,6,75,22,0,1031,1218,1723,269,22,2,2,2,151,14,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
312,1819e6f7-e216-39f2-a84e-a2cca831611d,苋菜(绿),蔬菜类,25,3,0,3,2,352,2,90,0,0,1,47,0,0,207,32,187,119,5,1,1,0,59,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
313,37146e6e-8891-3819-af36-86139965e7d5,苋菜(紫)[红苋],蔬菜类,31,3,0,4,2,248,2,89,0,0,1,30,2,0,340,42,178,38,3,0,1,0,63,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
314,d9a2c30d-bf07-382e-b105-8ed0b628a65f,茼蒿[蓬蒿菜，艾菜],蔬菜类,21,2,0,3,1,252,1,93,0,0,1,18,1,0,220,161,73,20,2,0,0,0,36,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
315,a3d2c5bb-0af0-3df4-9f26-cafacf0a8006,茴香[小茴香],蔬菜类,24,2,0,3,2,402,2,91,0,0,1,26,1,0,149,186,154,46,1,0,1,0,23,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
316,236affea-dc79-3eb8-947a-af02acc7087e,荠菜[蓟菜，菱角菜],蔬菜类,27,3,0,3,2,432,1,91,0,0,1,43,1,0,280,32,294,37,5,1,1,0,81,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
317,638caf62-0f19-3a1d-ab29-4a47cc02f3d8,莴笋[莴苣],蔬菜类,14,1,0,2,1,25,1,96,0,0,0,4,0,0,212,36,23,19,1,0,0,0,48,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
318,0e5da565-7648-3079-b223-81398183427a,莴笋叶[莴苣叶],蔬菜类,18,1,0,3,1,147,1,94,0,0,0,13,1,0,148,39,34,19,2,0,1,0,26,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
319,6eddafdc-67f7-3e5d-a5fa-b3757c7aac82,蕹菜[空心菜，藤藤菜],蔬菜类,20,2,0,2,1,253,1,93,0,0,1,25,1,0,243,94,99,29,2,1,0,0,38,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
320,f401e9da-7708-3bef-ade8-4a59eea10648,竹笋,蔬菜类,19,3,0,2,2,0,1,93,0,0,1,5,0,0,389,0,9,1,0,1,0,0,64,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
321,529247d0-97f9-3de0-88d5-fe114e685c07,白笋(干),蔬菜类,196,26,4,14,43,2,3,10,0,0,0,0,0,0,1754,1,31,22,4,2,3,2,222,2,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
322,bc0fe6ce-c65c-3151-a91f-1fbe7382c7c6,鞭笋[马鞭笋],蔬菜类,11,3,0,0,7,0,1,90,0,0,0,7,0,0,379,5,17,13,2,1,1,0,49,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
323,585b107b-f4f1-34eb-833f-1f6c2bad515f,春笋,蔬菜类,20,2,0,2,3,5,1,91,0,0,0,5,0,0,300,6,8,8,2,1,0,0,36,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
324,3d7dd485-a08b-3102-935b-e5b7a79a8d83,冬笋,蔬菜类,40,4,0,6,1,13,1,88,0,0,1,1,0,0,0,0,22,0,0,0,0,0,56,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
325,b1071b7d-dd5f-3722-bd14-041e9a01f268,黑笋(干),蔬菜类,213,18,2,30,27,0,8,14,0,0,2,0,0,0,115,6,30,82,19,5,8,1,426,4,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
326,9c2ae78c-ba7a-36fd-a965-df76e6f0bea9,毛笋[毛竹笋],蔬菜类,21,2,0,2,1,0,1,93,0,0,0,9,0,0,318,5,16,8,1,0,0,0,34,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
327,d6357b6a-a918-3cc4-b0f1-dcbd14bac3e6,玉兰片,蔬菜类,43,3,0,7,11,0,0,78,0,0,0,1,2,0,66,2,42,5,4,1,0,0,29,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
328,86a4c766-7a6e-3288-aee2-847abf16453f,百合,蔬菜类,162,3,0,37,2,0,1,57,0,0,1,18,0,0,510,7,11,43,1,0,0,0,61,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
329,5d02bbe8-6265-3172-a977-823e8a7e1349,百合(干),蔬菜类,343,7,0,78,2,0,3,10,0,0,1,0,0,0,344,37,32,42,6,1,1,1,92,2,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
330,120edf06-e623-307b-857c-d1eae0aef33a,百合(脱水),蔬菜类,343,8,0,77,2,0,3,10,0,0,1,7,0,0,492,70,29,43,5,1,1,2,72,3,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
331,71d2b67b-66d6-32ad-9d5c-dbae1d4e733c,金针菜[黄花菜],蔬菜类,199,19,1,27,8,307,4,40,0,0,3,10,5,0,610,59,301,85,8,1,4,0,216,4,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
332,0cd08c83-f467-3654-b573-bd58c1453637,菊苣,蔬菜类,17,1,0,3,1,205,1,94,0,0,0,7,0,0,314,22,52,15,1,0,1,0,28,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
333,8bafacb9-a272-362f-b058-5ebc14100e4c,芦笋[石刁柏，龙须菜],蔬菜类,19,1,0,3,2,17,1,93,0,0,1,45,0,0,213,3,10,10,1,0,0,0,42,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
334,59869daa-79c0-354c-bc7f-93bfea8643ee,慈菇[乌芋，白地果],蔬菜类,94,5,0,18,1,0,2,74,0,0,2,4,2,0,707,39,14,24,2,0,1,0,157,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
335,9f0125cb-3a9f-3a16-a4de-2006478d5c49,豆瓣菜[西洋菜，水田芥],蔬菜类,17,3,0,0,1,1592,1,94,0,0,0,52,1,0,179,61,30,9,1,0,1,0,26,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
336,c3761ee0-57f9-3add-8fec-483c3d02477a,菱角(老)[龙角],蔬菜类,98,4,0,20,2,2,1,73,0,0,2,13,0,0,437,6,7,49,1,0,1,0,93,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
337,4843c983-338b-379f-9be6-57a9c308d97d,藕[莲藕],蔬菜类,70,2,0,15,1,3,1,80,0,0,0,44,1,0,243,44,39,19,1,1,0,0,58,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
338,aa8c0316-6fda-3f9d-b62a-1674c9d4ee1e,蒲菜[香蒲，甘蒲，野茭白],蔬菜类,12,1,0,2,1,2,1,95,0,0,0,6,0,0,0,0,53,0,0,0,0,0,24,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
339,f6ad6399-e1c0-3d5c-8437-15291443f765,水芹菜,蔬菜类,11,1,0,1,1,63,0,96,0,0,1,5,0,0,212,41,38,16,7,1,0,0,32,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
340,ac36c11e-e38b-3f40-a730-10cb4e8e056f,茭白[茭笋，茭粑],蔬菜类,23,1,0,4,2,5,0,92,0,0,0,5,1,0,209,6,4,8,0,0,0,0,36,0,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
341,ecebb972-371c-36e7-bdee-ba08b25f41d5,荸荠[马蹄，地栗],蔬菜类,59,1,0,13,1,3,1,84,0,0,1,7,1,0,306,16,4,12,1,0,0,0,44,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
342,08bad64e-69f3-3582-8d7a-2c44fdb0b9b6,莼菜(瓶装)[花案菜],蔬菜类,20,1,0,3,0,55,0,94,0,0,0,0,1,0,2,8,42,3,2,0,1,0,17,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
343,1d9b7ae8-cb3e-3b2f-84dc-253ab97e98d0,大薯[参薯],蔬菜类,105,2,0,24,1,0,1,72,0,0,0,0,0,0,0,0,10,16,1,0,0,0,45,1,这里为100克可食部食品中的营养素含量,"{""热量"":""千卡"",""硫胺素"":""毫克"",""钙"":""毫克"",""蛋白质"":""克"",""核黄素"":""毫克"",""镁"":""毫克"",""脂肪"":""克"",""烟酸"":""毫克"",""铁"":""毫克"",""碳水化合物"":""克"",""维生素C"":""毫克"",""锰"":""毫克"",""膳食纤维"":""克"",""维生素E"":""毫克"",""锌"":""毫克"",""维生素A"":""微克"",""胆固醇"":""毫克"",""铜"":""毫克"",""胡罗卜素"":""微克"",""钾"":""毫克"",""磷"":""毫克"",""视黄醇当量"":""微克"",""钠"":""毫克"",""硒"":""微克""}"
